company,client,method,from,to,sample_size,con,lab,ld,ukip,grn,snp,pdf
Opinium,,,,2011-11-07,,0.34,0.38,0.1,,,,
YouGov,Sun,,,2011-11-07,,0.36,0.41,0.09,,,,
YouGov,Sun,,,2011-11-08,,0.35,0.4,0.1,,,,
Survation,Unite,,,2011-11-09,,0.38,0.39,0.12,,,,
YouGov,Sun,,,2011-11-09,,0.36,0.4,0.1,,,,
YouGov,Sun,,,2011-11-10,,0.35,0.42,0.08,,,,
YouGov,Sunday Times,,,2011-11-11,,0.36,0.41,0.09,,,,
YouGov,Sun,,,2011-11-14,,0.37,0.4,0.09,,,,
YouGov,Sun,,,2011-11-15,,0.36,0.42,0.07,,,,
YouGov,Sun,,,2011-11-16,,0.36,0.41,0.1,,,,
YouGov,Sun,,,2011-11-17,,0.34,0.4,0.11,,,,
YouGov,Sunday Times,,,2011-11-18,,0.36,0.4,0.09,,,,
ComRes,Independent on Sunday,,,2011-11-18,,0.35,0.39,0.11,,,,
ICM,Guardian,,,2011-11-20,,0.36,0.38,0.14,,,,
Populus,Times,,,2011-11-20,,0.33,0.41,0.13,,,,
YouGov,Sun,,,2011-11-21,,0.36,0.4,0.09,,,,
Ipsos MORI,Reuters,,,2011-11-21,,0.34,0.41,0.12,,,,
Opinium,,,,2011-11-21,,0.36,0.37,0.09,,,,
YouGov,Sun,,,2011-11-22,,0.35,0.42,0.09,,,,
YouGov,Sun,,,2011-11-23,,0.35,0.4,0.11,,,,
YouGov,Sun,,,2011-11-24,,0.35,0.4,0.09,,,,
YouGov,Sunday Times,,,2011-11-25,,0.34,0.43,0.11,,,,
Survation,Daily Star,,,2011-11-25,,0.32,0.34,0.12,,,,
ComRes,Independent,,,2011-11-27,,0.37,0.39,0.1,,,,
Kantar TNS,,,,2011-11-28,,0.36,0.39,0.09,,,,
YouGov,Sun,,,2011-11-28,,0.37,0.39,0.09,,,,
YouGov,Sun,,,2011-11-29,,0.38,0.41,0.09,,,,
YouGov,Sun,,,2011-11-30,,0.37,0.42,0.09,,,,
ICM,Sunday Telegraph,,,2011-11-30,,0.38,0.36,0.14,,,,
YouGov,Sun,,,2011-12-01,,0.36,0.41,0.11,,,,
YouGov,Sunday Times,,,2011-12-02,,0.35,0.43,0.09,,,,
BPIX,Mail on Sunday,,,2011-12-03,,0.36,0.41,0.11,,,,
YouGov,Sun,,,2011-12-05,,0.36,0.42,0.11,,,,
YouGov,Sun,,,2011-12-06,,0.37,0.41,0.1,,,,
YouGov,Sun,,,2011-12-07,,0.35,0.42,0.09,,,,
YouGov,Sun,,,2011-12-08,,0.36,0.41,0.1,,,,
ComRes,Independent on Sunday,,,2011-12-08,,0.36,0.4,0.1,,,,
YouGov,Sunday Times,,,2011-12-09,,0.38,0.39,0.11,,,,
Survation,Mail on Sunday,,,2011-12-10,,0.35,0.35,0.14,,,,
ComRes,Independent,,,2011-12-11,,0.38,0.38,0.12,,,,
YouGov,Sun,,,2011-12-12,,0.39,0.4,0.1,,,,
Ipsos MORI,Reuters,,,2011-12-12,,0.41,0.39,0.11,,,,
YouGov,Sun,,,2011-12-13,,0.41,0.39,0.1,,,,
YouGov,Sun,,,2011-12-14,,0.4,0.38,0.1,,,,
YouGov,Sun,,,2011-12-15,,0.41,0.4,0.1,,,,
ICM,Sunday Telegraph,,,2011-12-15,,0.4,0.34,0.14,,,,
YouGov,Sunday Times,,,2011-12-16,,0.39,0.42,0.09,,,,
Populus,Times,,,2011-12-18,,0.35,0.39,0.12,,,,
YouGov,Sun,,,2011-12-19,,0.38,0.42,0.09,,,,
Kantar TNS,,,,2011-12-19,,0.35,0.38,0.11,,,,
YouGov,Sun,,,2011-12-20,,0.39,0.4,0.1,,,,
YouGov,Sun,,,2011-12-21,,0.4,0.4,0.1,,,,
ICM,Guardian,,,2011-12-21,,0.37,0.36,0.15,,,,
YouGov,Sun,,,2011-12-22,,0.4,0.4,0.09,,,,
YouGov,Sun,,,2012-01-03,,0.39,0.41,0.09,,,,
YouGov,Sun,,,2012-01-04,,0.38,0.42,0.1,,,,
YouGov,Sun,,,2012-01-05,,0.39,0.41,0.11,,,,
Opinium,,,,2012-01-05,,0.36,0.37,0.09,,,,
YouGov,Sunday Times,,,2012-01-06,,0.38,0.4,0.11,,,,
YouGov,Sun,,,2012-01-09,,0.39,0.41,0.1,,,,
YouGov,Sun,,,2012-01-10,,0.4,0.4,0.1,,,,
YouGov,Sun,,,2012-01-11,,0.4,0.38,0.1,,,,
YouGov,Sun,,,2012-01-12,,0.41,0.4,0.08,,,,
YouGov,Sunday Times,,,2012-01-13,,0.38,0.4,0.09,,,,
Opinium,,,,2012-01-15,,0.37,0.37,0.09,,,,
YouGov,Sun,,,2012-01-16,,0.4,0.4,0.09,,,,
YouGov,Sun,,,2012-01-17,,0.39,0.4,0.08,,,,
YouGov,Sun,,,2012-01-18,,0.4,0.39,0.07,,,,
YouGov,Sun,,,2012-01-19,,0.41,0.38,0.08,,,,
ComRes,Independent on Sunday,,,2012-01-19,,0.38,0.38,0.11,,,,
YouGov,Sunday Times,,,2012-01-20,,0.41,0.36,0.09,,,,
ICM,Guardian,,,2012-01-22,,0.4,0.35,0.16,,,,
Populus,Times,,,2012-01-22,,0.37,0.38,0.13,,,,
Ipsos MORI,Reuters,,,2012-01-23,,0.38,0.38,0.12,,,,
YouGov,Sun,,,2012-01-23,,0.39,0.4,0.08,,,,
Angus Reid,,,,2012-01-23,,0.35,0.37,0.11,,,,
Kantar TNS,,,,2012-01-23,,0.37,0.4,0.1,,,,
YouGov,Sun,,,2012-01-24,,0.4,0.38,0.09,,,,
YouGov,Sun,,,2012-01-25,,0.38,0.4,0.09,,,,
YouGov,Sun,,,2012-01-26,,0.39,0.4,0.09,,,,
YouGov,Sunday Times,,,2012-01-27,,0.39,0.4,0.08,,,,
ComRes,Independent,,,2012-01-29,,0.37,0.38,0.14,,,,
Opinium,,,,2012-01-30,,0.38,0.36,0.08,,,,
YouGov,Sun,,,2012-01-30,,0.4,0.38,0.1,,,,
YouGov,Sun,,,2012-01-31,,0.39,0.4,0.09,,,,
YouGov,Sun,,,2012-02-01,,0.38,0.4,0.08,,,,
YouGov,Sun,,,2012-02-02,,0.39,0.41,0.08,,,,
YouGov,Sunday Times,,,2012-02-03,,0.39,0.4,0.09,,,,
YouGov,Sun,,,2012-02-06,,0.41,0.4,0.08,,,,
YouGov,Sun,,,2012-02-07,,0.37,0.42,0.09,,,,
YouGov,Sun,,,2012-02-08,,0.4,0.38,0.1,,,,
YouGov,Sun,,,2012-02-09,,0.38,0.41,0.09,,,,
YouGov,Sunday Times,,,2012-02-10,,0.38,0.39,0.09,,,,
Opinium,,,,2012-02-13,,0.36,0.36,0.1,,,,
YouGov,Sun,,,2012-02-13,,0.38,0.42,0.09,,,,
YouGov,Sun,,,2012-02-14,,0.4,0.39,0.09,,,,
YouGov,Sun,,,2012-02-15,,0.39,0.4,0.09,,,,
YouGov,Sun,,,2012-02-16,,0.39,0.39,0.09,,,,
ComRes,Independent on Sunday,,,2012-02-16,,0.39,0.38,0.1,,,,
YouGov,Sunday Times,,,2012-02-17,,0.37,0.41,0.07,,,,
ICM,Guardian,,,2012-02-19,,0.36,0.37,0.14,,,,
Populus,Times,,,2012-02-19,,0.37,0.39,0.11,,,,
YouGov,Sun,,,2012-02-20,,0.39,0.38,0.1,,,,
YouGov,Sun,,,2012-02-21,,0.37,0.41,0.09,,,,
YouGov,Sun,,,2012-02-22,,0.38,0.4,0.08,,,,
YouGov,Sun,,,2012-02-23,,0.39,0.38,0.1,,,,
Opinium,,,,2012-02-23,,0.35,0.39,0.1,,,,
YouGov,Sunday Times,,,2012-02-24,,0.38,0.4,0.1,,,,
ComRes,Independent,,,2012-02-26,,0.37,0.4,0.13,,,,
Ipsos MORI,Reuters,,,2012-02-27,,0.35,0.41,0.12,,,,
YouGov,Sun,,,2012-02-27,,0.38,0.4,0.09,,,,
YouGov,Sun,,,2012-02-28,,0.4,0.39,0.09,,,,
YouGov,Sun,,,2012-02-29,,0.38,0.4,0.09,,,,
YouGov,Sun,,,2012-03-01,,0.39,0.39,0.08,,,,
YouGov,Sunday Times,,,2012-03-02,,0.4,0.39,0.09,,,,
Kantar TNS,,,,2012-03-05,,0.35,0.38,0.11,,,,
YouGov,Sun,,,2012-03-05,,0.36,0.41,0.11,,,,
YouGov,Sun,,,2012-03-06,,0.37,0.41,0.09,,,,
YouGov,Sun,,,2012-03-07,,0.38,0.41,0.09,,,,
Angus Reid,,,,2012-03-07,,0.32,0.4,0.1,,,,
YouGov,Sun,,,2012-03-08,,0.37,0.42,0.08,,,,
YouGov,Sunday Times,,,2012-03-09,,0.37,0.42,0.09,,,,
Opinium,,,,2012-03-12,,0.38,0.36,0.1,,,,
YouGov,Sun,,,2012-03-12,,0.36,0.41,0.09,,,,
YouGov,Sun,,,2012-03-13,,0.36,0.43,0.09,,,,
YouGov,Sun,,,2012-03-14,,0.38,0.41,0.09,,,,
YouGov,Sun,,,2012-03-15,,0.37,0.42,0.08,,,,
ComRes,Independent on Sunday,,,2012-03-15,,0.37,0.4,0.1,,,,
YouGov,Sunday Times,,,2012-03-16,,0.38,0.4,0.09,,,,
ICM,Guardian,,,2012-03-18,,0.39,0.36,0.15,,,,
YouGov,Sun,,,2012-03-19,,0.36,0.42,0.09,,,,
Ipsos MORI,Evening Standard,,,2012-03-19,,0.36,0.37,0.11,,,,
YouGov,Sun,,,2012-03-20,,0.35,0.43,0.09,,,,
YouGov,Sun,,,2012-03-21,,0.36,0.41,0.1,,,,
Opinium,,,,2012-03-21,,0.34,0.39,0.08,0.09,,,
YouGov,Sun,,,2012-03-22,,0.34,0.42,0.09,,,,
YouGov,Sunday Times,,,2012-03-23,,0.35,0.42,0.1,,,,
ICM,Sunday Telegraph,,,2012-03-23,,0.37,0.38,0.13,,,,
Survation,Mail on Sunday,,,2012-03-24,,0.31,0.39,0.11,,,,
Populus,Times,,,2012-03-25,,0.34,0.38,0.11,,,,
ComRes,Independent,,,2012-03-26,,0.33,0.43,0.11,,,,
YouGov,Sun,,,2012-03-26,,0.35,0.42,0.09,,,,
YouGov,Sun,,,2012-03-27,,0.33,0.43,0.09,,,,
YouGov,Sun,,,2012-03-28,,0.34,0.44,0.1,,,,
YouGov,Sun,,,2012-03-29,,0.34,0.44,0.08,,,,
YouGov,Sunday Times,,,2012-03-31,,0.33,0.42,0.08,,,,
YouGov,Sun,,,2012-04-02,,0.33,0.43,0.08,,,,
YouGov,Sun,,,2012-04-03,,0.34,0.42,0.08,,,,
YouGov,Sun,,,2012-04-04,,0.32,0.42,0.09,,,,
YouGov,Sun,,,2012-04-05,,0.33,0.42,0.08,,,,
Survation,Mail on Sunday,,,2012-04-06,,0.3,0.35,0.11,,,,
YouGov,Sun,,,2012-04-10,,0.36,0.4,0.09,,,,
YouGov,Sun,,,2012-04-11,,0.35,0.41,0.08,,,,
Kantar TNS,,,,2012-04-11,,0.32,0.42,0.1,,,,
YouGov,Sun,,,2012-04-12,,0.35,0.41,0.09,,,,
YouGov,Sunday Times,,,2012-04-13,,0.33,0.39,0.1,,,,
Angus Reid,,,,2012-04-13,,0.29,0.41,0.11,0.08,,,
Populus,Times,,,2012-04-15,,0.33,0.42,0.11,0.04,,,
YouGov,Sun,,,2012-04-16,,0.32,0.43,0.08,0.09,,,
Opinium,,,,2012-04-16,,0.32,0.37,0.09,0.1,,,
YouGov,Sun,,,2012-04-17,,0.32,0.41,0.08,0.09,,,
YouGov,Sun,,,2012-04-18,,0.32,0.41,0.1,0.08,,,
YouGov,Sun,,,2012-04-19,,0.32,0.45,0.08,0.07,,,
ComRes,Independent on Sunday,,,2012-04-19,,0.34,0.4,0.11,0.06,,,
YouGov,Sunday Times,,,2012-04-20,,0.33,0.41,0.11,0.08,,,
ICM,Guardian,,,2012-04-22,,0.33,0.41,0.15,0.03,,,
Ipsos MORI,Evening Standard,,,2012-04-23,,0.35,0.38,0.12,0.04,,,
Opinium,,,,2012-04-23,,0.31,0.38,0.11,0.08,,,
YouGov,Sun,,,2012-04-23,,0.32,0.45,0.08,0.07,,,
YouGov,Sun,,,2012-04-24,,0.32,0.43,0.08,0.08,,,
YouGov,Sun,,,2012-04-25,,0.32,0.43,0.09,0.08,,,
YouGov,Sun,,,2012-04-26,,0.31,0.43,0.09,0.09,,,
YouGov,Sunday Times,,,2012-04-27,,0.29,0.4,0.11,0.1,,,
ComRes,Independent,,,2012-04-27,,0.34,0.39,0.1,0.09,,,
Survation,Daily Mirror,,,2012-04-27,,0.3,0.37,0.13,0.09,,,
Opinium,,,,2012-04-30,,0.32,0.39,0.08,0.1,,,
YouGov,Sun,,,2012-04-30,,0.35,0.42,0.08,0.07,,,
YouGov,Sun,,,2012-05-01,,0.32,0.41,0.09,0.08,,,
YouGov,Sun,,,2012-05-02,,0.33,0.43,0.08,0.08,,,
YouGov,Sun,,,2012-05-03,,0.32,0.41,0.09,0.09,,,
YouGov,Sunday Times,,,2012-05-04,,0.31,0.43,0.09,0.08,,,
Kantar TNS,,,,2012-05-07,,0.3,0.43,0.1,,,,
YouGov,Sun,,,2012-05-08,,0.31,0.44,0.08,0.08,,,
YouGov,Sun,,,2012-05-09,,0.31,0.44,0.09,0.08,,,
YouGov,Sun,,,2012-05-10,,0.34,0.44,0.07,0.07,,,
YouGov,Sunday Times,,,2012-05-11,,0.31,0.43,0.1,0.08,,,
Ipsos MORI,Evening Standard,,,2012-05-14,,0.33,0.43,0.09,0.06,,,
YouGov,Sun,,,2012-05-14,,0.31,0.45,0.07,0.08,,,
YouGov,Sun,,,2012-05-15,,0.32,0.43,0.08,0.09,,,
YouGov,Sun,,,2012-05-16,,0.31,0.45,0.09,0.08,,,
YouGov,Sun,,,2012-05-17,,0.31,0.44,0.07,0.09,,,
Opinium,,,,2012-05-17,,0.3,0.41,0.09,0.1,,,
ComRes,Independent on Sunday,,,2012-05-17,,0.32,0.41,0.11,0.07,,,
YouGov,Sunday Times,,,2012-05-18,,0.32,0.43,0.08,0.09,,,
ICM,Guardian,,,2012-05-20,,0.36,0.41,0.11,0.04,,,
Populus,Times,,,2012-05-20,,0.33,0.41,0.1,0.05,,,
YouGov,Sun,,,2012-05-21,,0.32,0.44,0.07,0.08,,,
Kantar TNS,,,,2012-05-21,,0.3,0.41,0.09,0.1,,,
YouGov,Sun,,,2012-05-22,,0.32,0.43,0.08,0.09,,,
YouGov,Sun,,,2012-05-23,,0.32,0.42,0.09,0.09,,,
YouGov,Sun,,,2012-05-24,,0.34,0.42,0.08,0.07,,,
YouGov,Sunday Times,,,2012-05-25,,0.31,0.43,0.08,0.08,,,
ComRes,Independent,,,2012-05-28,,0.34,0.42,0.11,0.04,,,
YouGov,Sun,,,2012-05-28,,0.33,0.44,0.08,0.07,,,
YouGov,Sun,,,2012-05-29,,0.32,0.45,0.08,0.08,,,
YouGov,Sun,,,2012-05-30,,0.32,0.44,0.09,0.07,,,
YouGov,Sun,,,2012-05-31,,0.31,0.45,0.09,0.08,,,
Angus Reid,,,,2012-05-31,,0.29,0.45,0.09,0.08,,,
Survation,,,,2012-06-01,,0.29,0.37,0.13,0.12,,,
YouGov,Sunday Times,,,2012-06-01,,0.32,0.42,0.08,0.07,,,
YouGov,Sun,,,2012-06-06,,0.34,0.43,0.08,0.07,,,
YouGov,Sun,,,2012-06-07,,0.34,0.43,0.08,0.06,,,
YouGov,Sunday Times,,,2012-06-08,,0.34,0.42,0.07,0.09,,,
Opinium,,,,2012-06-11,,0.31,0.42,0.09,0.08,,,
Ipsos MORI,Evening Standard,,,2012-06-11,,0.31,0.4,0.1,0.06,,,
YouGov,Sun,,,2012-06-11,,0.31,0.45,0.09,0.09,,,
YouGov,Sun,,,2012-06-12,,0.33,0.43,0.08,0.08,,,
YouGov,Sun,,,2012-06-13,,0.31,0.43,0.09,0.09,,,
YouGov,Sun,,,2012-06-14,,0.31,0.43,0.09,0.08,,,
YouGov,Sunday Times,,,2012-06-15,,0.32,0.44,0.09,0.08,,,
ComRes,Independent on Sunday,,,2012-06-15,,0.32,0.42,0.09,0.08,,,
Populus,Times,,,2012-06-17,,0.33,0.41,0.09,0.05,,,
Kantar TNS,,,,2012-06-18,,0.32,0.4,0.1,0.09,,,
YouGov,Sun,,,2012-06-18,,0.33,0.44,0.07,0.08,,,
YouGov,Sun,,,2012-06-19,,0.34,0.44,0.07,0.06,,,
YouGov,Sun,,,2012-06-20,,0.34,0.41,0.1,0.08,,,
YouGov,Sun,,,2012-06-21,,0.33,0.43,0.08,0.08,,,
YouGov,Sunday Times,,,2012-06-22,,0.34,0.43,0.09,0.08,,,
ICM,Guardian,,,2012-06-24,,0.34,0.39,0.14,0.03,,,
YouGov,Sun,,,2012-06-25,,0.32,0.43,0.11,0.07,,,
YouGov,Sun,,,2012-06-26,,0.34,0.42,0.11,0.07,,,
YouGov,Sun,,,2012-06-27,,0.31,0.45,0.09,0.07,,,
YouGov,Sun,,,2012-06-28,,0.32,0.43,0.1,0.07,,,
Opinium,,,,2012-06-28,,0.31,0.42,0.08,0.09,,,
YouGov,Sunday Times,,,2012-06-29,,0.34,0.43,0.09,0.06,,,
ComRes,Independent,,,2012-07-01,,0.33,0.42,0.13,0.03,,,
YouGov,Sun,,,2012-07-02,,0.34,0.44,0.08,0.08,,,
YouGov,Sun,,,2012-07-03,,0.35,0.42,0.1,0.07,,,
YouGov,Sun,,,2012-07-04,,0.33,0.44,0.08,0.07,,,
YouGov,Sun,,,2012-07-05,,0.35,0.43,0.08,0.08,,,
Opinium,,,,2012-07-05,,0.3,0.4,0.09,0.09,,,
YouGov,Sunday Times,,,2012-07-06,,0.32,0.43,0.08,0.08,,,
YouGov,Sun,,,2012-07-09,,0.35,0.44,0.07,0.06,,,
YouGov,Sun,,,2012-07-10,,0.33,0.43,0.11,0.06,,,
YouGov,Sun,,,2012-07-11,,0.35,0.42,0.09,0.08,,,
YouGov,Sun,,,2012-07-12,,0.34,0.42,0.09,0.07,,,
YouGov,Sunday Times,,,2012-07-13,,0.34,0.43,0.09,0.07,,,
Populus,Times,,,2012-07-15,,0.34,0.4,0.12,0.05,,,
Ipsos MORI,Evening Standard,,,2012-07-16,,0.31,0.44,0.12,0.05,,,
YouGov,Sun,,,2012-07-16,,0.33,0.44,0.09,0.08,,,
Opinium,,,,2012-07-16,,0.32,0.41,0.09,0.08,,,
YouGov,Sun,,,2012-07-17,,0.34,0.43,0.08,0.07,,,
YouGov,Sun,,,2012-07-18,,0.33,0.43,0.08,0.07,,,
YouGov,Sun,,,2012-07-19,,0.34,0.42,0.09,0.07,,,
ComRes,Independent on Sunday,,,2012-07-19,,0.32,0.42,0.1,0.09,,,
YouGov,Sunday Times,,,2012-07-20,,0.34,0.43,0.11,0.07,,,
ICM,Guardian,,,2012-07-22,,0.34,0.39,0.14,0.04,,,
YouGov,Sun,,,2012-07-23,,0.33,0.43,0.09,0.08,,,
YouGov,Sun,,,2012-07-24,,0.33,0.44,0.09,0.07,,,
YouGov,Sun,,,2012-07-25,,0.33,0.44,0.09,0.07,,,
YouGov,Sun,,,2012-07-26,,0.33,0.42,0.09,0.08,,,
Kantar TNS,,,,2012-07-26,,0.3,0.42,0.11,,,,
YouGov,Sunday Times,,,2012-07-27,,0.33,0.42,0.09,0.08,,,
ComRes,Independent,,,2012-07-29,,0.33,0.44,0.1,0.04,,,
YouGov,Sun,,,2012-07-30,,0.33,0.44,0.09,0.07,,,
YouGov,Sun,,,2012-07-31,,0.34,0.42,0.1,0.06,,,
YouGov,Sun,,,2012-08-01,,0.32,0.43,0.1,0.08,,,
YouGov,Sun,,,2012-08-02,,0.33,0.44,0.08,0.09,,,
YouGov,Sunday Times,,,2012-08-03,,0.32,0.44,0.1,0.08,,,
YouGov,Sun,,,2012-08-06,,0.34,0.44,0.1,0.06,,,
YouGov,Sun,,,2012-08-07,,0.33,0.44,0.09,0.08,,,
YouGov,Sun,,,2012-08-08,,0.33,0.42,0.11,0.06,,,
YouGov,Sun,,,2012-08-09,,0.33,0.43,0.09,0.09,,,
Opinium,,,,2012-08-09,,0.31,0.4,0.1,0.1,,,
YouGov,Sunday Times,,,2012-08-10,,0.34,0.42,0.08,0.08,,,
YouGov,Sun,,,2012-08-13,,0.34,0.42,0.09,0.06,,,
YouGov,Sun,,,2012-08-14,,0.34,0.44,0.1,0.07,,,
Ipsos MORI,Evening Standard,,,2012-08-15,,0.32,0.42,0.11,0.04,,,
Angus Reid,,,,2012-08-15,,0.3,0.41,0.11,0.09,,,
YouGov,Sun,,,2012-08-15,,0.34,0.43,0.1,0.06,,,
YouGov,Sun,,,2012-08-16,,0.35,0.44,0.08,0.06,,,
ComRes,Independent on Sunday,,,2012-08-16,,0.33,0.42,0.1,0.08,,,
YouGov,Sunday Times,,,2012-08-17,,0.32,0.43,0.1,0.07,,,
Kantar TNS,,,,2012-08-20,,0.32,0.42,0.1,0.07,,,
YouGov,Sun,,,2012-08-20,,0.34,0.44,0.08,0.07,,,
YouGov,Sun,,,2012-08-21,,0.34,0.44,0.08,0.08,,,
YouGov,Sun,,,2012-08-22,,0.33,0.42,0.1,0.06,,,
YouGov,Sun,,,2012-08-23,,0.32,0.44,0.1,0.07,,,
YouGov,Sunday Times,,,2012-08-24,,0.34,0.43,0.1,0.06,,,
Survation,Mail on Sunday,,,2012-08-24,,0.3,0.37,0.1,0.12,,,
ICM,Guardian,,,2012-08-26,,0.34,0.39,0.15,0.04,,,
Kantar TNS,,,,2012-08-27,,0.31,0.4,0.11,0.05,,,
YouGov,Sun,,,2012-08-28,,0.32,0.44,0.1,0.08,,,
YouGov,Sun,,,2012-08-29,,0.32,0.44,0.09,0.06,,,
YouGov,Sun,,,2012-08-30,,0.33,0.42,0.1,0.08,,,
YouGov,Sunday Times,,,2012-08-31,,0.35,0.41,0.09,0.07,,,
ComRes,Independent,,,2012-09-02,,0.35,0.42,0.12,0.03,,,
YouGov,Sun,,,2012-09-03,,0.33,0.44,0.08,0.07,,,
Kantar TNS,,,,2012-09-03,,0.31,0.43,0.1,0.06,,,
Opinium,,,,2012-09-03,,0.31,0.42,0.08,0.09,,,
YouGov,Sun,,,2012-09-04,,0.34,0.4,0.1,0.07,,,
YouGov,Sun,,,2012-09-05,,0.33,0.45,0.08,0.07,,,
YouGov,Sun,,,2012-09-06,,0.33,0.45,0.08,0.06,,,
YouGov,Sunday Times,,,2012-09-07,,0.33,0.43,0.1,0.07,,,
Kantar TNS,,,,2012-09-10,,0.3,0.41,0.12,0.07,,,
YouGov,Sun,,,2012-09-10,,0.31,0.42,0.1,0.08,,,
YouGov,Sun,,,2012-09-11,,0.31,0.44,0.09,0.08,,,
YouGov,Sun,,,2012-09-12,,0.33,0.42,0.11,0.07,,,
Opinium,,,,2012-09-12,,0.32,0.4,0.1,0.09,,,
Kantar TNS,,,,2012-09-13,,0.31,0.43,0.09,0.05,,,
YouGov,Sun,,,2012-09-13,,0.34,0.43,0.08,0.07,,,
YouGov,Sunday Times,,,2012-09-14,,0.34,0.44,0.09,0.07,,,
Populus,Times,,,2012-09-16,,0.3,0.45,0.1,0.06,,,
YouGov,Sun,,,2012-09-17,,0.33,0.45,0.1,0.05,,,
Ipsos MORI,Sky News/Evening Standard,,,2012-09-17,,0.3,0.41,0.13,0.08,,,
YouGov,Sun,,,2012-09-18,,0.34,0.43,0.08,0.08,,,
YouGov,Sun,,,2012-09-19,,0.33,0.45,0.1,0.07,,,
Survation,Mirror,,,2012-09-20,,0.3,0.4,0.1,0.12,,,
YouGov,Sun,,,2012-09-20,,0.35,0.41,0.09,0.07,,,
YouGov,Sunday Times,,,2012-09-21,,0.34,0.43,0.08,0.08,,,
ComRes,Independent on Sunday,,,2012-09-21,,0.35,0.39,0.1,0.08,,,
Survation,Mail on Sunday,,,2012-09-21,,0.29,0.41,0.1,0.12,,,
Opinium,Observer,,,2012-09-21,,0.3,0.42,0.08,0.1,,,
Kantar TNS,,,,2012-09-21,,0.28,0.44,0.08,0.07,,,
ICM,Guardian,,,2012-09-23,,0.31,0.41,0.14,0.06,,,
YouGov,Sun,,,2012-09-24,,0.32,0.43,0.09,0.07,,,
YouGov,Sun,,,2012-09-25,,0.31,0.44,0.09,0.09,,,
YouGov,Sun,,,2012-09-26,,0.32,0.41,0.09,0.09,,,
YouGov,Sun,,,2012-09-27,,0.31,0.43,0.11,0.08,,,
YouGov,Sunday Times,,,2012-09-28,,0.35,0.4,0.1,0.07,,,
Opinium,Observer,,,2012-09-28,,0.29,0.39,0.1,0.1,,,
ComRes,Independent,,,2012-09-30,,0.35,0.38,0.15,0.04,,,
YouGov,Sun,,,2012-10-01,,0.34,0.43,0.09,0.08,,,
YouGov,Sun,,,2012-10-02,,0.34,0.42,0.09,0.08,,,
YouGov,Sun,,,2012-10-03,,0.31,0.45,0.1,0.07,,,
YouGov,Sun,,,2012-10-04,,0.32,0.43,0.1,0.08,,,
Opinium,Observer,,,2012-10-04,,0.3,0.41,0.09,0.11,,,
YouGov,Sunday Times,,,2012-10-05,,0.31,0.45,0.08,0.08,,,
Kantar TNS,,,,2012-10-08,,0.31,0.44,0.08,0.08,,,
YouGov,Sun,,,2012-10-08,,0.34,0.44,0.08,0.07,,,
YouGov,Sun,,,2012-10-09,,0.33,0.45,0.09,0.06,,,
YouGov,Sun,,,2012-10-10,,0.34,0.41,0.08,0.1,,,
YouGov,Sun,,,2012-10-11,,0.35,0.42,0.08,0.07,,,
YouGov,Sunday Times,,,2012-10-12,,0.33,0.43,0.1,0.06,,,
Angus Reid,Sunday Express,,,2012-10-12,,0.31,0.43,0.08,0.08,,,
Kantar TNS,,,,2012-10-15,,0.29,0.42,0.07,0.1,,,
YouGov,Sun,,,2012-10-15,,0.34,0.43,0.09,0.07,,,
YouGov,Sun,,,2012-10-16,,0.34,0.43,0.09,0.07,,,
YouGov,Sun,,,2012-10-17,,0.33,0.42,0.09,0.07,,,
Opinium,Observer,,,2012-10-18,,0.31,0.4,0.09,0.1,,,
YouGov,Sun,,,2012-10-18,,0.34,0.42,0.1,0.09,,,
ComRes,Independent on Sunday,,,2012-10-18,,0.33,0.41,0.1,0.09,,,
YouGov,Sunday Times,,,2012-10-19,,0.32,0.43,0.09,0.09,,,
Survation,Mail on Sunday,,,2012-10-20,,0.3,0.43,0.08,0.12,,,
Populus,Times,,,2012-10-21,,0.35,0.4,0.09,0.05,,,
Kantar TNS,,,,2012-10-22,,0.3,0.44,0.08,0.07,,,
ICM,Guardian,,,2012-10-22,,0.33,0.41,0.14,0.05,,,
YouGov,Sun,,,2012-10-22,,0.32,0.45,0.08,0.08,,,
YouGov,Sun,,,2012-10-23,,0.34,0.42,0.09,0.08,,,
YouGov,Sun,,,2012-10-24,,0.33,0.43,0.09,0.08,,,
Ipsos MORI,Evening Standard,,,2012-10-24,,0.33,0.43,0.09,0.06,,,
YouGov,Sun,,,2012-10-25,,0.33,0.44,0.1,0.06,,,
YouGov,Sunday Times,,,2012-10-26,,0.35,0.42,0.09,0.07,,,
Kantar TNS,,,,2012-10-29,,0.31,0.42,0.11,0.08,,,
ComRes,Independent,,,2012-10-29,,0.33,0.44,0.12,0.05,,,
YouGov,Sun,,,2012-10-29,,0.33,0.43,0.09,0.08,,,
YouGov,Sun,,,2012-10-30,,0.32,0.44,0.09,0.08,,,
YouGov,Sun,,,2012-10-31,,0.33,0.44,0.09,0.08,,,
YouGov,Sun,,,2012-11-01,,0.33,0.44,0.09,0.07,,,
Opinium,Observer,,,2012-11-01,,0.3,0.41,0.09,0.1,,,
YouGov,Sunday Times,,,2012-11-02,,0.35,0.42,0.09,0.07,,,
Kantar TNS,,,,2012-11-05,,0.31,0.42,0.09,0.08,,,
YouGov,Sun,,,2012-11-05,,0.35,0.44,0.08,0.07,,,
